,"Q_name","button_pressed","choice_idxs","chosen_pos","chosen_state","chosen_state_f_1_outcome","chosen_state_f_2_outcome","f_1_reward","f_2_reward","incor_questions","internal_node_id","responses","reward_received","rt","s_1_f_1_outcome","s_1_f_1_prob","s_1_f_2_outcome","s_1_f_2_prob","s_2_f_1_outcome","s_2_f_1_prob","s_2_f_2_outcome","s_2_f_2_prob","safe_first","stimulus","subjectID","success","time_elapsed","trial_index","trial_num","trial_type","view_history"
23,,0,,,,,,,,,"0.0-25.0",,,1852,,,,,,,,,"FALSE","You passed the quiz! Great work. The task will take about 30 minutes. Press the button to begin.","5f08651966529405cbafbcf6",,563308,23,,"html-button-response",
24,,,,1,1,1,0,0,-1,,"0.0-26.0",,0,1097,1,0.6,0,0.4,0,0.4,1,0.6,"FALSE",,"5f08651966529405cbafbcf6",,574188,24,,"evan-feature22",
25,,,,1,1,1,0,0,-1,,"0.0-27.0",,0,294,1,0.625928423,0,0.395903568,1,0.416361855,1,0.636279196,"FALSE",,"5f08651966529405cbafbcf6",,584276,25,,"evan-feature22",
26,,,,1,1,0,0,0,-1,,"0.0-28.0",,0,1288,0,0.632185889,0,0.379409997,1,0.510461374,1,0.636053735,"FALSE",,"5f08651966529405cbafbcf6",,595343,26,,"evan-feature22",
27,,,,2,2,0,1,0,-1,,"0.0-29.0",,-1,100,1,0.650098956,0,0.437690015,0,0.513165207,1,0.594219782,"FALSE",,"5f08651966529405cbafbcf6",,605223,27,,"evan-feature22",
28,,,,2,2,1,0,0,-1,,"0.0-30.0",,0,489,1,0.718427004,1,0.461759895,1,0.466591374,0,0.557006706,"FALSE",,"5f08651966529405cbafbcf6",,615496,28,,"evan-feature22",
29,,,,1,1,1,0,0,-1,,"0.0-31.0",,0,363,1,0.762929561,0,0.487475291,0,0.437729423,1,0.574463924,"FALSE",,"5f08651966529405cbafbcf6",,625640,29,,"evan-feature22",
30,,,,1,1,1,0,0,-1,,"0.0-32.0",,0,519,1,0.763717037,0,0.435099549,1,0.465087572,0,0.60565513,"FALSE",,"5f08651966529405cbafbcf6",,635944,30,,"evan-feature22",
31,,,,2,2,0,0,1,0,,"0.0-33.0",,0,640,1,0.77229152,0,0.364439775,0,0.401053115,0,0.658123444,"FALSE",,"5f08651966529405cbafbcf6",,646362,31,,"evan-feature22",
32,,,,1,1,0,1,0,-1,,"0.0-34.0",,-1,718,0,0.744772498,1,0.353486627,0,0.357677552,1,0.650421367,"FALSE",,"5f08651966529405cbafbcf6",,656856,32,,"evan-feature22",
33,,,,1,1,1,0,0,-1,,"0.0-35.0",,0,383,1,0.674079628,0,0.341841772,0,0.364878884,1,0.720326902,"FALSE",,"5f08651966529405cbafbcf6",,667018,33,,"evan-feature22",
34,,,,1,1,1,0,1,0,,"0.0-36.0",,1,406,1,0.661527729,0,0.347257661,0,0.301580406,1,0.757279221,"FALSE",,"5f08651966529405cbafbcf6",,677206,34,,"evan-feature22",
35,,,,1,1,1,1,1,0,,"0.0-37.0",,1,595,1,0.660815217,1,0.379489547,1,0.266362694,1,0.8,"FALSE",,"5f08651966529405cbafbcf6",,687581,35,,"evan-feature22",
36,,,,2,2,0,1,0,-1,,"0.0-38.0",,-1,410,0,0.645840989,0,0.303961219,0,0.227276622,1,0.8,"FALSE",,"5f08651966529405cbafbcf6",,697766,36,,"evan-feature22",
37,,,,2,2,0,0,0,-1,,"0.0-39.0",,0,222,1,0.653475024,0,0.330387001,0,0.216413453,0,0.761410571,"FALSE",,"5f08651966529405cbafbcf6",,707762,37,,"evan-feature22",
38,,,,1,1,1,1,0,-1,,"0.0-40.0",,-1,300,1,0.641284007,1,0.3333084,0,0.240310726,1,0.8,"FALSE",,"5f08651966529405cbafbcf6",,717842,38,,"evan-feature22",
39,,,,1,1,1,1,0,-1,,"0.0-41.0",,-1,289,1,0.613358121,1,0.297219209,0,0.298906785,1,0.781296249,"FALSE",,"5f08651966529405cbafbcf6",,727915,39,,"evan-feature22",
40,,,,2,2,0,0,1,0,,"0.0-42.0",,0,468,0,0.560222979,0,0.260871998,0,0.246708996,0,0.792830946,"FALSE",,"5f08651966529405cbafbcf6",,738162,40,,"evan-feature22",
41,,,,2,2,0,1,0,-1,,"0.0-43.0",,-1,479,0,0.536912134,0,0.250417104,0,0.2,1,0.765101149,"FALSE",,"5f08651966529405cbafbcf6",,748422,41,,"evan-feature22",
42,,,,1,1,1,0,1,0,,"0.0-44.0",,1,136,1,0.49919695,0,0.2,0,0.2,1,0.773279061,"FALSE",,"5f08651966529405cbafbcf6",,758337,42,,"evan-feature22",
43,,,,1,1,1,0,1,0,,"0.0-45.0",,1,297,1,0.459627509,0,0.212216909,1,0.2,1,0.662061311,"FALSE",,"5f08651966529405cbafbcf6",,768413,43,,"evan-feature22",
44,,,,1,1,0,0,0,-1,,"0.0-46.0",,0,272,0,0.417845724,0,0.22682277,0,0.2,0,0.709165356,"FALSE",,"5f08651966529405cbafbcf6",,778459,44,,"evan-feature22",
45,,,,2,2,0,0,0,-1,,"0.0-47.0",,0,281,1,0.494962775,0,0.2,0,0.2,0,0.716798403,"FALSE",,"5f08651966529405cbafbcf6",,788519,45,,"evan-feature22",
46,,,,1,1,1,0,0,-1,,"0.0-48.0",,0,228,1,0.545506958,0,0.235437513,0,0.2,0,0.645567591,"FALSE",,"5f08651966529405cbafbcf6",,798523,46,,"evan-feature22",
47,,,,1,1,0,1,0,-1,,"0.0-49.0",,-1,227,0,0.588847237,1,0.274305745,0,0.2,1,0.647011113,"FALSE",,"5f08651966529405cbafbcf6",,808529,47,,"evan-feature22",
48,,,,2,2,0,1,0,-1,,"0.0-50.0",,-1,300,1,0.541102968,1,0.22645371,0,0.236325635,1,0.667273806,"FALSE",,"5f08651966529405cbafbcf6",,818610,48,,"evan-feature22",
49,,,,1,1,1,0,1,0,,"0.0-51.0",,1,54,1,0.490387594,0,0.2,0,0.209906961,1,0.658487389,"FALSE",,"5f08651966529405cbafbcf6",,828442,49,,"evan-feature22",
50,,,,1,1,1,0,0,-1,,"0.0-52.0",,0,206,1,0.549336464,0,0.223311399,1,0.215427269,1,0.699424853,"FALSE",,"5f08651966529405cbafbcf6",,838427,50,,"evan-feature22",
51,,,,1,1,1,0,0,-1,,"0.0-53.0",,0,204,1,0.616387033,0,0.242050882,1,0.236831238,1,0.660702856,"FALSE",,"5f08651966529405cbafbcf6",,848416,51,,"evan-feature22",
52,,,,1,1,1,0,0,-1,,"0.0-54.0",,0,352,1,0.632533083,0,0.236756329,0,0.239558776,1,0.626572575,"FALSE",,"5f08651966529405cbafbcf6",,858542,52,,"evan-feature22",
53,,,,1,1,1,0,0,-1,,"0.0-55.0",,0,221,1,0.585128523,0,0.211085127,0,0.242964243,1,0.646247017,"FALSE",,"5f08651966529405cbafbcf6",,868538,53,,"evan-feature22",
54,,,,1,1,1,0,0,-1,,"0.0-56.0",,0,369,1,0.631279052,0,0.208261881,0,0.2,1,0.598661374,"FALSE",,"5f08651966529405cbafbcf6",,878682,54,,"evan-feature22",
55,,,,1,1,1,0,1,0,,"0.0-57.0",,1,156,1,0.645601188,0,0.2,0,0.2,0,0.604309462,"FALSE",,"5f08651966529405cbafbcf6",,888612,55,,"evan-feature22",
56,,,,1,1,1,0,1,0,,"0.0-58.0",,1,402,1,0.618753278,0,0.2,0,0.2,0,0.59705541,"FALSE",,"5f08651966529405cbafbcf6",,898803,56,,"evan-feature22",
57,,,,1,1,0,0,1,0,,"0.0-59.0",,0,288,0,0.62382752,0,0.2,0,0.223636049,0,0.626809609,"FALSE",,"5f08651966529405cbafbcf6",,908871,57,,"evan-feature22",
58,,,,2,2,0,1,0,-1,,"0.0-60.0",,-1,244,1,0.673200992,0,0.2,0,0.240142729,1,0.610360914,"FALSE",,"5f08651966529405cbafbcf6",,918886,58,,"evan-feature22",
59,,,,1,1,1,0,1,0,,"0.0-61.0",,1,308,1,0.610898111,0,0.250157064,0,0.250884274,0,0.664171968,"FALSE",,"5f08651966529405cbafbcf6",,928972,59,,"evan-feature22",
60,,,,1,1,0,0,1,0,,"0.0-62.0",,0,314,0,0.598301898,0,0.248311053,0,0.296388488,1,0.63425056,"FALSE",,"5f08651966529405cbafbcf6",,939059,60,,"evan-feature22",
61,,,,1,1,0,0,0,-1,,"0.0-63.0",,0,263,0,0.588894116,0,0.256357363,0,0.253003051,0,0.552032601,"FALSE",,"5f08651966529405cbafbcf6",,949102,61,,"evan-feature22",
62,,,,1,1,1,0,1,0,,"0.0-64.0",,1,49,1,0.568426,0,0.236770987,0,0.303107977,1,0.515870586,"FALSE",,"5f08651966529405cbafbcf6",,958939,62,,"evan-feature22",
63,,,,1,1,1,0,1,0,,"0.0-65.0",,1,289,1,0.579014883,0,0.221214946,1,0.302005511,1,0.544151758,"FALSE",,"5f08651966529405cbafbcf6",,969008,63,,"evan-feature22",
64,,,,1,1,1,0,0,-1,,"0.0-66.0",,0,308,1,0.565697181,0,0.216910924,0,0.329714007,0,0.548125478,"FALSE",,"5f08651966529405cbafbcf6",,979099,64,,"evan-feature22",
65,,,,1,1,0,0,0,-1,,"0.0-67.0",,0,343,0,0.557218295,0,0.235275726,1,0.310280339,1,0.601635125,"FALSE",,"5f08651966529405cbafbcf6",,989238,65,,"evan-feature22",
66,,,,1,1,1,0,1,0,,"0.0-68.0",,1,452,1,0.503661609,0,0.316001204,0,0.359065097,0,0.606103889,"FALSE",,"5f08651966529405cbafbcf6",,999464,66,,"evan-feature22",
67,,,,1,1,1,0,0,-1,,"0.0-69.0",,0,263,1,0.52124269,0,0.247744411,1,0.336491959,1,0.569669564,"FALSE",,"5f08651966529405cbafbcf6",,1009507,67,,"evan-feature22",
68,,,,1,1,0,1,1,0,,"0.0-70.0",,0,399,0,0.476715291,1,0.252307362,0,0.361290845,1,0.696552654,"FALSE",,"5f08651966529405cbafbcf6",,1019679,68,,"evan-feature22",
69,,,,2,2,1,1,0,-1,,"0.0-71.0",,-1,447,0,0.522125232,0,0.263652623,1,0.416704449,1,0.757101488,"FALSE",,"5f08651966529405cbafbcf6",,1029904,69,,"evan-feature22",
70,,,,1,1,1,1,1,0,,"0.0-72.0",,1,385,1,0.530909247,1,0.285803841,0,0.349236593,1,0.743130233,"FALSE",,"5f08651966529405cbafbcf6",,1040068,70,,"evan-feature22",
71,,,,1,1,0,1,0,-1,,"0.0-73.0",,-1,398,0,0.491973806,1,0.274503571,0,0.387175478,1,0.796399836,"FALSE",,"5f08651966529405cbafbcf6",,1050238,71,,"evan-feature22",
72,,,,1,1,0,0,0,-1,,"0.0-74.0",,0,504,0,0.440335822,0,0.284677433,1,0.362895033,1,0.8,"FALSE",,"5f08651966529405cbafbcf6",,1060520,72,,"evan-feature22",
73,,,,1,1,0,0,0,-1,,"0.0-75.0",,0,425,0,0.479074501,0,0.294004891,0,0.298101769,1,0.8,"FALSE",,"5f08651966529405cbafbcf6",,1070718,73,,"evan-feature22",
74,,,,1,1,0,1,1,0,,"0.0-76.0",,0,462,0,0.4932447,1,0.209806217,0,0.349105487,1,0.768530393,"FALSE",,"5f08651966529405cbafbcf6",,1080963,74,,"evan-feature22",
75,,,,2,2,0,0,1,0,,"0.0-77.0",,0,469,1,0.478325964,0,0.232650109,0,0.397575193,0,0.759970785,"FALSE",,"5f08651966529405cbafbcf6",,1091218,75,,"evan-feature22",
76,,,,1,1,1,0,1,0,,"0.0-78.0",,1,267,1,0.495116819,0,0.262830049,1,0.395442465,1,0.757900997,"FALSE",,"5f08651966529405cbafbcf6",,1101267,76,,"evan-feature22",
77,,,,1,1,1,0,0,-1,,"0.0-79.0",,0,372,1,0.46826402,0,0.299520002,1,0.367897658,1,0.8,"FALSE",,"5f08651966529405cbafbcf6",,1111413,77,,"evan-feature22",
78,,0,,,,,,,,,"0.0-80.0",,,2349,,,,,,,,,"FALSE","Great work. You are a third of the way through the task.","5f08651966529405cbafbcf6",,1113766,78,,"html-button-response",
79,,,,1,1,0,0,0,-1,,"0.0-81.0",,0,989,0,0.429692185,0,0.290259512,1,0.38417303,1,0.8,"FALSE",,"5f08651966529405cbafbcf6",,1124536,79,,"evan-feature22",
80,,,,1,1,1,0,0,-1,,"0.0-82.0",,0,740,1,0.448544348,0,0.218902463,1,0.359121131,1,0.8,"FALSE",,"5f08651966529405cbafbcf6",,1135059,80,,"evan-feature22",
81,,,,1,1,0,0,1,0,,"0.0-83.0",,0,428,0,0.404634243,0,0.2,0,0.331168384,0,0.8,"FALSE",,"5f08651966529405cbafbcf6",,1145262,81,,"evan-feature22",
82,,,,1,1,1,1,0,-1,,"0.0-84.0",,-1,388,1,0.460808469,1,0.226932935,1,0.426844185,1,0.779158574,"FALSE",,"5f08651966529405cbafbcf6",,1155426,82,,"evan-feature22",
83,,,,2,2,0,1,0,-1,,"0.0-85.0",,-1,717,0,0.507328748,0,0.225628596,0,0.491272617,1,0.779171318,"FALSE",,"5f08651966529405cbafbcf6",,1165921,83,,"evan-feature22",
84,,,,1,1,0,0,0,-1,,"0.0-86.0",,0,379,0,0.475398868,0,0.210546691,1,0.548946291,0,0.8,"FALSE",,"5f08651966529405cbafbcf6",,1176082,84,,"evan-feature22",
85,,,,2,2,1,1,1,0,,"0.0-87.0",,1,590,0,0.577366958,1,0.210025267,1,0.517663827,1,0.667149461,"FALSE",,"5f08651966529405cbafbcf6",,1186448,85,,"evan-feature22",
86,,,,2,2,0,1,0,-1,,"0.0-88.0",,-1,593,0,0.59689526,0,0.2,0,0.457089543,1,0.695501237,"FALSE",,"5f08651966529405cbafbcf6",,1196824,86,,"evan-feature22",
87,,,,1,1,1,0,0,-1,,"0.0-89.0",,0,333,1,0.634631385,0,0.2,1,0.424596711,0,0.677506484,"FALSE",,"5f08651966529405cbafbcf6",,1206934,87,,"evan-feature22",
88,,,,1,1,1,0,1,0,,"0.0-90.0",,1,356,1,0.65654557,0,0.221934702,0,0.445639003,0,0.673381668,"FALSE",,"5f08651966529405cbafbcf6",,1217064,88,,"evan-feature22",
89,,,,1,1,0,0,1,0,,"0.0-91.0",,0,511,0,0.681977797,0,0.242148743,1,0.493866451,1,0.662437964,"FALSE",,"5f08651966529405cbafbcf6",,1227349,89,,"evan-feature22",
90,,,,2,2,1,1,1,0,,"0.0-92.0",,1,355,0,0.650328273,0,0.20706394,1,0.470045369,1,0.691556057,"FALSE",,"5f08651966529405cbafbcf6",,1237479,90,,"evan-feature22",
91,,,,1,1,0,0,0,-1,,"0.0-93.0",,0,662,0,0.652406904,0,0.2,0,0.46602527,1,0.718680015,"FALSE",,"5f08651966529405cbafbcf6",,1247917,91,,"evan-feature22",
92,,,,1,1,1,0,0,-1,,"0.0-94.0",,0,689,1,0.618106018,0,0.21862797,1,0.494718723,1,0.771952271,"FALSE",,"5f08651966529405cbafbcf6",,1258374,92,,"evan-feature22",
93,,,,1,1,0,0,0,-1,,"0.0-95.0",,0,558,0,0.61569103,0,0.257594422,0,0.514741772,1,0.750874695,"FALSE",,"5f08651966529405cbafbcf6",,1268714,93,,"evan-feature22",
94,,,,1,1,0,1,0,-1,,"0.0-96.0",,-1,783,0,0.598889253,1,0.32643588,1,0.573899692,1,0.765464495,"FALSE",,"5f08651966529405cbafbcf6",,1279280,94,,"evan-feature22",
95,,,,1,1,1,1,1,0,,"0.0-97.0",,1,597,1,0.604148234,1,0.31179723,1,0.605084543,0,0.717556355,"FALSE",,"5f08651966529405cbafbcf6",,1289659,95,,"evan-feature22",
96,,,,2,2,0,1,0,-1,,"0.0-98.0",,-1,1265,1,0.60914345,0,0.304089194,0,0.587413745,1,0.762510786,"FALSE",,"5f08651966529405cbafbcf6",,1300715,96,,"evan-feature22",
97,,,,1,1,0,0,1,0,,"0.0-99.0",,0,365,0,0.556011004,0,0.297212656,1,0.615215204,1,0.688835497,"FALSE",,"5f08651966529405cbafbcf6",,1310852,97,,"evan-feature22",
98,,,,1,1,0,0,1,0,,"0.0-100.0",,0,347,0,0.538989836,0,0.259288265,1,0.63117526,0,0.622387272,"FALSE",,"5f08651966529405cbafbcf6",,1320971,98,,"evan-feature22",
99,,,,2,2,1,0,0,-1,,"0.0-101.0",,0,336,1,0.477391925,1,0.286964716,1,0.607192834,0,0.630914953,"FALSE",,"5f08651966529405cbafbcf6",,1331090,99,,"evan-feature22",
100,,,,2,2,1,1,0,-1,,"0.0-102.0",,-1,547,0,0.481844581,1,0.318018092,1,0.606517823,1,0.554718886,"FALSE",,"5f08651966529405cbafbcf6",,1341421,100,,"evan-feature22",
101,,,,1,1,0,0,0,-1,,"0.0-103.0",,0,560,0,0.546807353,0,0.271400321,0,0.611358728,0,0.583214152,"FALSE",,"5f08651966529405cbafbcf6",,1351756,101,,"evan-feature22",
102,,,,1,1,1,0,0,-1,,"0.0-104.0",,0,566,1,0.559747181,0,0.2,1,0.602012293,1,0.59294636,"FALSE",,"5f08651966529405cbafbcf6",,1362104,102,,"evan-feature22",
103,,,,1,1,1,1,0,-1,,"0.0-105.0",,-1,614,1,0.50773535,1,0.2,0,0.627190004,0,0.57015433,"FALSE",,"5f08651966529405cbafbcf6",,1372504,103,,"evan-feature22",
104,,,,2,2,0,0,0,-1,,"0.0-106.0",,0,889,0,0.517936872,0,0.24316099,0,0.593253697,0,0.59982907,"FALSE",,"5f08651966529405cbafbcf6",,1383174,104,,"evan-feature22",
105,,,,1,1,1,0,1,0,,"0.0-107.0",,1,462,1,0.517936872,0,0.24316099,0,0.593253697,1,0.59982907,"FALSE",,"5f08651966529405cbafbcf6",,1393416,105,,"evan-feature22",
106,,,,1,1,1,0,1,0,,"0.0-108.0",,1,457,1,0.545406358,0,0.235308725,1,0.60269625,0,0.585108204,"FALSE",,"5f08651966529405cbafbcf6",,1403658,106,,"evan-feature22",
107,,,,1,1,0,0,1,0,,"0.0-109.0",,0,466,0,0.56855096,0,0.257056033,0,0.654037276,1,0.575303131,"FALSE",,"5f08651966529405cbafbcf6",,1413902,107,,"evan-feature22",
108,,,,1,1,1,0,1,0,,"0.0-110.0",,1,395,1,0.551159479,0,0.293219958,1,0.709807256,1,0.581356956,"FALSE",,"5f08651966529405cbafbcf6",,1424078,108,,"evan-feature22",
109,,,,1,1,1,0,0,-1,,"0.0-111.0",,0,812,1,0.555545184,0,0.266790717,0,0.709570383,0,0.605721509,"FALSE",,"5f08651966529405cbafbcf6",,1434669,109,,"evan-feature22",
110,,,,1,1,1,0,0,-1,,"0.0-112.0",,0,712,1,0.548890444,0,0.227627465,1,0.710537366,1,0.651867006,"FALSE",,"5f08651966529405cbafbcf6",,1445164,110,,"evan-feature22",
111,,,,1,1,1,0,1,0,,"0.0-113.0",,1,732,1,0.492628039,0,0.2,1,0.697910418,1,0.550421355,"FALSE",,"5f08651966529405cbafbcf6",,1455684,111,,"evan-feature22",
112,,,,1,1,0,1,1,0,,"0.0-114.0",,0,554,0,0.472347617,1,0.2,0,0.697241764,0,0.563979944,"FALSE",,"5f08651966529405cbafbcf6",,1466020,112,,"evan-feature22",
113,,,,2,2,1,1,0,-1,,"0.0-115.0",,-1,790,0,0.491942424,0,0.211831634,1,0.711485281,1,0.545873024,"FALSE",,"5f08651966529405cbafbcf6",,1476605,113,,"evan-feature22",
114,,,,1,1,1,1,0,-1,,"0.0-116.0",,-1,308,1,0.470991332,1,0.21466666,1,0.709895341,1,0.512353759,"FALSE",,"5f08651966529405cbafbcf6",,1486702,114,,"evan-feature22",
115,,,,1,1,1,0,1,0,,"0.0-117.0",,1,336,1,0.511181511,0,0.2,1,0.684302564,1,0.489101207,"FALSE",,"5f08651966529405cbafbcf6",,1496810,115,,"evan-feature22",
116,,,,1,1,0,0,0,-1,,"0.0-118.0",,0,881,0,0.427471732,0,0.2,0,0.725747096,0,0.442443554,"FALSE",,"5f08651966529405cbafbcf6",,1507470,116,,"evan-feature22",
117,,,,2,2,0,1,1,0,,"0.0-119.0",,0,420,0,0.391559647,0,0.202341271,0,0.8,1,0.498487669,"FALSE",,"5f08651966529405cbafbcf6",,1517665,117,,"evan-feature22",
118,,,,1,1,0,0,1,0,,"0.0-120.0",,0,318,0,0.338934629,0,0.201024594,1,0.8,0,0.599172933,"FALSE",,"5f08651966529405cbafbcf6",,1527753,118,,"evan-feature22",
119,,,,2,2,0,1,1,0,,"0.0-121.0",,0,346,0,0.272438107,0,0.2,0,0.8,1,0.582195177,"FALSE",,"5f08651966529405cbafbcf6",,1537880,119,,"evan-feature22",
120,,,,1,1,0,1,1,0,,"0.0-122.0",,0,303,0,0.208731131,1,0.2,0,0.782881242,0,0.574527637,"FALSE",,"5f08651966529405cbafbcf6",,1547965,120,,"evan-feature22",
121,,,,1,1,0,0,1,0,,"0.0-123.0",,0,519,0,0.213789486,0,0.239588933,0,0.794481966,1,0.646756856,"FALSE",,"5f08651966529405cbafbcf6",,1558273,121,,"evan-feature22",
122,,,,1,1,0,1,1,0,,"0.0-124.0",,0,456,0,0.234300481,1,0.236977303,1,0.8,1,0.692508186,"FALSE",,"5f08651966529405cbafbcf6",,1568499,122,,"evan-feature22",
123,,,,2,2,1,0,1,0,,"0.0-125.0",,1,414,0,0.2,1,0.253327382,1,0.8,0,0.715382988,"FALSE",,"5f08651966529405cbafbcf6",,1578689,123,,"evan-feature22",
124,,,,2,2,0,0,0,-1,,"0.0-126.0",,0,374,0,0.2,0,0.316819226,0,0.768248569,0,0.635039647,"FALSE",,"5f08651966529405cbafbcf6",,1588841,124,,"evan-feature22",
125,,,,2,2,1,1,1,0,,"0.0-127.0",,1,622,1,0.2,0,0.304331711,1,0.743690074,1,0.570285467,"FALSE",,"5f08651966529405cbafbcf6",,1599240,125,,"evan-feature22",
126,,,,1,1,0,0,1,0,,"0.0-128.0",,0,652,0,0.2,0,0.344426757,1,0.782947142,1,0.58883072,"FALSE",,"5f08651966529405cbafbcf6",,1609670,126,,"evan-feature22",
127,,,,2,2,1,1,1,0,,"0.0-129.0",,1,565,1,0.2,0,0.333764469,1,0.74909275,1,0.597660698,"FALSE",,"5f08651966529405cbafbcf6",,1620017,127,,"evan-feature22",
128,,,,1,1,0,1,0,-1,,"0.0-130.0",,-1,752,0,0.211822571,1,0.333071143,1,0.731321896,0,0.586049322,"FALSE",,"5f08651966529405cbafbcf6",,1630549,128,,"evan-feature22",
129,,,,2,2,0,0,0,-1,,"0.0-131.0",,0,328,0,0.324383244,1,0.281169443,0,0.764387082,0,0.560261518,"FALSE",,"5f08651966529405cbafbcf6",,1640657,129,,"evan-feature22",
130,,,,2,2,1,1,0,-1,,"0.0-132.0",,-1,712,1,0.323030459,0,0.343874174,1,0.768897514,1,0.611131737,"FALSE",,"5f08651966529405cbafbcf6",,1651152,130,,"evan-feature22",
131,,,,1,1,0,1,1,0,,"0.0-133.0",,0,273,0,0.269643308,1,0.356809403,0,0.750347165,1,0.637401914,"FALSE",,"5f08651966529405cbafbcf6",,1661199,131,,"evan-feature22",
132,,,,1,1,1,0,1,0,,"0.0-134.0",,1,404,1,0.348625307,0,0.398334159,1,0.746241999,1,0.616321674,"FALSE",,"5f08651966529405cbafbcf6",,1671371,132,,"evan-feature22",
133,,0,,,,,,,,,"0.0-135.0",,,647716,,,,,,,,,"FALSE","Great work. You are two thirds of the way through the task.","5f08651966529405cbafbcf6",,2319094,133,,"html-button-response",
134,,,,1,1,0,0,1,0,,"0.0-136.0",,0,881,0,0.349511741,0,0.354602362,1,0.744822232,0,0.625552076,"FALSE",,"5f08651966529405cbafbcf6",,2329784,134,,"evan-feature22",
135,,,,2,2,1,1,1,0,,"0.0-137.0",,1,575,0,0.421284319,1,0.338837396,1,0.8,1,0.677864288,"FALSE",,"5f08651966529405cbafbcf6",,2340160,135,,"evan-feature22",
136,,,,2,2,0,1,1,0,,"0.0-138.0",,0,370,1,0.407549562,0,0.38026053,0,0.8,1,0.748827916,"FALSE",,"5f08651966529405cbafbcf6",,2350320,136,,"evan-feature22",
137,,,,1,1,1,0,1,0,,"0.0-139.0",,1,334,1,0.431247381,0,0.379641728,0,0.75733039,1,0.78666299,"FALSE",,"5f08651966529405cbafbcf6",,2360457,137,,"evan-feature22",
138,,,,1,1,0,0,1,0,,"0.0-140.0",,0,345,0,0.398103829,0,0.361918892,1,0.8,1,0.8,"FALSE",,"5f08651966529405cbafbcf6",,2370586,138,,"evan-feature22",
139,,,,1,1,1,1,0,-1,,"0.0-141.0",,-1,683,1,0.358933837,1,0.420001005,1,0.8,1,0.760034896,"FALSE",,"5f08651966529405cbafbcf6",,2381060,139,,"evan-feature22",
140,,,,1,1,0,0,1,0,,"0.0-142.0",,0,535,0,0.315146737,0,0.472877564,1,0.8,1,0.724544076,"FALSE",,"5f08651966529405cbafbcf6",,2391374,140,,"evan-feature22",
141,,,,2,2,1,1,1,0,,"0.0-143.0",,1,545,1,0.311027138,1,0.426347557,1,0.779387071,1,0.702445579,"FALSE",,"5f08651966529405cbafbcf6",,2401701,141,,"evan-feature22",
142,,,,2,2,1,1,1,0,,"0.0-144.0",,1,419,0,0.330974778,1,0.528633881,1,0.8,1,0.733885767,"FALSE",,"5f08651966529405cbafbcf6",,2411920,142,,"evan-feature22",
143,,,,2,2,0,0,1,0,,"0.0-145.0",,0,547,0,0.311747957,0,0.571262299,0,0.719957003,0,0.733342969,"FALSE",,"5f08651966529405cbafbcf6",,2422249,143,,"evan-feature22",
144,,,,1,1,1,1,0,-1,,"0.0-146.0",,-1,637,1,0.3312975,1,0.637148948,0,0.794592668,0,0.730573814,"FALSE",,"5f08651966529405cbafbcf6",,2432668,144,,"evan-feature22",
145,,,,1,1,1,0,1,0,,"0.0-147.0",,1,678,1,0.320701745,0,0.599776138,1,0.8,1,0.739114496,"FALSE",,"5f08651966529405cbafbcf6",,2443131,145,,"evan-feature22",
146,,,,1,1,0,0,1,0,,"0.0-148.0",,0,475,0,0.388045514,0,0.564238847,1,0.726841947,1,0.720015904,"FALSE",,"5f08651966529405cbafbcf6",,2453388,146,,"evan-feature22",
147,,,,2,2,1,1,1,0,,"0.0-149.0",,1,596,1,0.344142597,0,0.56543745,1,0.763438647,1,0.726727589,"FALSE",,"5f08651966529405cbafbcf6",,2463773,147,,"evan-feature22",
148,,,,1,1,1,1,0,-1,,"0.0-150.0",,-1,553,1,0.388970542,1,0.567453633,1,0.683588074,1,0.722632945,"FALSE",,"5f08651966529405cbafbcf6",,2474107,148,,"evan-feature22",
149,,,,1,1,1,0,0,-1,,"0.0-151.0",,0,585,1,0.322991325,0,0.562377934,1,0.7234406,0,0.699632035,"FALSE",,"5f08651966529405cbafbcf6",,2484470,149,,"evan-feature22",
150,,,,1,1,0,0,0,-1,,"0.0-152.0",,0,591,0,0.327575607,0,0.614124007,0,0.766310246,1,0.706266544,"FALSE",,"5f08651966529405cbafbcf6",,2494839,150,,"evan-feature22",
151,,,,1,1,0,0,1,0,,"0.0-153.0",,0,324,0,0.307253769,0,0.625616624,0,0.766156052,1,0.691343484,"FALSE",,"5f08651966529405cbafbcf6",,2504941,151,,"evan-feature22",
152,,,,1,1,0,1,1,0,,"0.0-154.0",,0,320,0,0.270434491,1,0.582288488,1,0.747456207,1,0.644724024,"FALSE",,"5f08651966529405cbafbcf6",,2515041,152,,"evan-feature22",
153,,,,2,2,0,1,1,0,,"0.0-155.0",,0,157,0,0.238851324,1,0.58944423,0,0.705759073,1,0.69687762,"FALSE",,"5f08651966529405cbafbcf6",,2524980,153,,"evan-feature22",
154,,,,2,2,1,0,1,0,,"0.0-156.0",,1,290,0,0.273035279,1,0.653244432,1,0.737985066,0,0.680041152,"FALSE",,"5f08651966529405cbafbcf6",,2535054,154,,"evan-feature22",
155,,,,2,2,1,1,1,0,,"0.0-157.0",,1,231,0,0.316190693,0,0.652685892,1,0.779116839,1,0.669352924,"FALSE",,"5f08651966529405cbafbcf6",,2545065,155,,"evan-feature22",
