,i,r,p,g,mbrew,mbpun,mfrew,mfpun,subject,switching
61,1,1,0,-1,0,0,1,0,4,0
62,1,-1,0,1,-1,0,0,1,4,0
63,1,1,0,-1,0,0,1,0,4,0
64,1,0,-1,1,0,0,0,-1,4,0
65,1,-1,-1,-1,0,-1,-1,0,4,0
66,1,0,0,0,0,0,0,0,4,0
67,1,0,0,0,0,0,0,0,4,0
1,1,-1,-1,1,-1,0,0,-1,5,0
2,1,1,0,-1,0,0,1,0,5,0
3,1,-1,0,1,-1,0,0,1,5,0
4,1,-1,1,-1,0,1,-1,0,5,0
5,1,-1,-1,1,-1,0,0,-1,5,0
6,1,0,0,-1,0,0,-1,0,5,0
7,1,-1,-1,1,-1,0,0,-1,5,0
8,1,0,-1,-1,0,-1,1,0,5,1
9,1,0,-1,1,0,0,0,-1,5,0
10,1,-1,-1,-1,0,-1,-1,0,5,0
11,1,-1,0,1,-1,0,0,-1,5,0
12,1,-1,-1,-1,0,-1,-1,0,5,0
13,1,0,0,1,0,0,0,1,5,0
14,1,0,0,-1,0,0,1,0,5,0
15,1,1,0,1,1,0,0,-1,5,0
16,1,0,0,-1,0,0,-1,0,5,1
17,1,0,0,1,0,0,0,1,5,0
18,1,-1,1,-1,0,1,-1,0,5,0
19,1,-1,1,1,-1,0,0,1,5,0
20,1,0,1,-1,0,1,1,0,5,0
21,1,0,1,1,0,0,0,1,5,0
22,1,-1,1,-1,0,1,-1,0,5,1
23,1,1,-1,1,1,0,0,-1,5,0
24,1,-1,-1,-1,0,-1,-1,0,5,0
25,1,1,-1,1,1,0,0,-1,5,0
26,1,0,0,-1,0,0,1,0,5,0
27,1,0,-1,1,0,0,0,-1,5,0
28,1,0,-1,-1,0,-1,-1,0,5,0
29,1,0,-1,1,0,0,0,-1,5,0
30,1,0,0,-1,0,0,-1,0,5,0
31,1,1,-1,1,1,0,0,-1,5,0
32,1,1,0,-1,0,0,1,0,5,0
33,1,1,-1,1,1,0,0,-1,5,0
34,1,-1,-1,-1,0,-1,-1,0,5,0
35,1,0,0,1,0,0,0,1,5,0
36,1,1,0,-1,0,0,1,0,5,0
37,1,0,0,1,0,0,0,1,5,0
38,1,0,-1,-1,0,-1,1,0,5,0
39,1,1,-1,1,1,0,0,-1,5,0
40,1,1,1,-1,0,1,1,0,5,0
41,1,-1,0,1,-1,0,0,-1,5,0
42,1,-1,0,-1,0,0,-1,0,5,0
43,1,1,0,1,1,0,0,-1,5,0
44,1,1,0,-1,0,0,1,0,5,0
45,1,0,0,1,0,0,0,1,5,0
46,1,1,1,-1,0,1,1,0,5,0
47,1,1,0,1,1,0,0,1,5,0
48,1,-1,0,-1,0,0,-1,0,5,0
49,1,-1,1,1,-1,0,0,1,5,0
50,1,-1,1,-1,0,1,-1,0,5,0
51,1,1,0,1,1,0,0,1,5,0
52,1,1,0,-1,0,0,1,0,5,0
53,1,-1,0,1,-1,0,0,1,5,0
54,1,0,0,-1,0,0,-1,0,5,0
55,1,-1,1,1,-1,0,0,1,5,1
56,1,0,-1,-1,0,-1,1,0,5,0
57,1,0,0,1,0,0,0,1,5,0
58,1,0,1,-1,0,1,1,0,5,1
59,1,-1,-1,1,-1,0,0,-1,5,1
60,1,0,0,-1,0,0,-1,0,5,1
61,1,0,-1,1,0,0,0,-1,5,1
62,1,0,1,-1,0,1,1,0,5,1
63,1,-1,0,1,-1,0,0,-1,5,1
64,1,0,0,-1,0,0,1,0,5,1
65,1,0,-1,1,0,0,0,-1,5,1
66,1,0,0,0,0,0,0,0,5,0
67,1,0,0,0,0,0,0,0,5,0
1,1,0,-1,-1,0,-1,1,0,6,1
2,1,1,0,1,1,0,0,1,6,1
3,1,0,1,-1,0,1,1,0,6,0
4,1,0,-1,1,0,0,0,-1,6,1
5,1,0,-1,-1,0,-1,-1,0,6,1
6,1,-1,0,1,-1,0,0,1,6,1
7,1,-1,0,-1,0,0,-1,0,6,0
8,1,-1,0,1,-1,0,0,-1,6,1
9,1,0,0,-1,0,0,-1,0,6,1
10,1,-1,0,1,-1,0,0,-1,6,1
11,1,1,1,-1,0,1,1,0,6,1
12,1,0,-1,1,0,0,0,-1,6,1
13,1,0,1,-1,0,1,-1,0,6,1
14,1,0,1,1,0,0,0,1,6,1
15,1,0,0,-1,0,0,1,0,6,1
16,1,0,0,1,0,0,0,-1,6,1
17,1,1,0,-1,0,0,1,0,6,1
18,1,0,1,1,0,0,0,1,6,1
19,1,0,0,-1,0,0,1,0,6,0
20,1,1,1,1,1,0,0,1,6,0
21,1,1,1,-1,0,1,1,0,6,1
22,1,0,1,1,0,0,0,1,6,1
23,1,1,0,-1,0,0,1,0,6,1
24,1,0,0,1,0,0,0,1,6,0
25,1,-1,0,-1,0,0,-1,0,6,0
26,1,0,1,1,0,0,0,1,6,1
27,1,1,-1,-1,0,-1,1,0,6,0
28,1,1,0,1,1,0,0,-1,6,0
29,1,1,-1,-1,0,-1,1,0,6,1
30,1,0,-1,1,0,0,0,-1,6,0
31,1,0,0,-1,0,0,-1,0,6,1
32,1,0,0,1,0,0,0,1,6,1
33,1,0,0,-1,0,0,1,0,6,0
34,1,-1,0,1,-1,0,0,-1,6,1
35,1,0,1,-1,0,1,-1,0,6,1
36,1,1,0,1,1,0,0,-1,6,1
37,1,0,-1,-1,0,-1,1,0,6,1
38,1,0,0,1,0,0,0,1,6,0
39,1,0,-1,-1,0,-1,1,0,6,1
40,1,-1,1,1,-1,0,0,1,6,0
41,1,0,-1,-1,0,-1,-1,0,6,0
42,1,0,-1,1,0,0,0,-1,6,0
43,1,1,1,-1,0,1,1,0,6,1
44,1,0,0,1,0,0,0,-1,6,0
45,1,0,0,-1,0,0,-1,0,6,1
46,1,0,-1,1,0,0,0,-1,6,0
47,1,-1,-1,-1,0,-1,-1,0,6,1
48,1,1,-1,1,1,0,0,-1,6,0
49,1,0,0,-1,0,0,1,0,6,1
50,1,0,1,1,0,0,0,1,6,1
51,1,1,0,-1,0,0,1,0,6,1
52,1,1,1,1,1,0,0,1,6,1
53,1,1,0,-1,0,0,1,0,6,1
54,1,0,-1,1,0,0,0,-1,6,0
55,1,0,-1,-1,0,-1,1,0,6,0
56,1,0,0,1,0,0,0,1,6,1
57,1,1,1,-1,0,1,1,0,6,1
58,1,1,1,1,1,0,0,1,6,1
59,1,-1,-1,-1,0,-1,-1,0,6,1
60,1,-1,1,1,-1,0,0,1,6,1
61,1,-1,0,-1,0,0,-1,0,6,1
62,1,1,0,1,1,0,0,-1,6,1
63,1,0,-1,-1,0,-1,1,0,6,1
64,1,1,1,1,1,0,0,1,6,1
65,1,0,0,-1,0,0,-1,0,6,1
66,1,-1,-1,1,-1,0,0,-1,6,0
67,1,1,1,-1,0,1,1,0,6,1
1,1,-1,-1,-1,0,-1,-1,0,7,1
2,1,1,0,1,1,0,0,-1,7,0
3,1,0,1,-1,0,1,1,0,7,0
4,1,1,1,1,1,0,0,1,7,0
5,1,1,0,-1,0,0,1,0,7,0
6,1,-1,1,1,-1,0,0,1,7,0
7,1,-1,-1,-1,0,-1,-1,0,7,1
8,1,-1,-1,1,-1,0,0,-1,7,1
9,1,-1,1,-1,0,1,-1,0,7,1
10,1,1,-1,1,1,0,0,-1,7,1
11,1,0,1,-1,0,1,1,0,7,1
12,1,1,-1,1,1,0,0,-1,7,1
13,1,0,0,-1,0,0,-1,0,7,1
14,1,-1,-1,1,-1,0,0,-1,7,1
15,1,1,1,-1,0,1,1,0,7,1
16,1,0,-1,1,0,0,0,-1,7,1
17,1,1,0,-1,0,0,1,0,7,1
18,1,1,0,1,1,0,0,1,7,1
19,1,1,0,-1,0,0,1,0,7,1
20,1,-1,0,1,-1,0,0,-1,7,1
21,1,0,1,-1,0,1,1,0,7,1
22,1,-1,0,1,-1,0,0,1,7,1
23,1,1,0,-1,0,0,1,0,7,1
24,1,-1,0,1,-1,0,0,-1,7,1
25,1,1,0,-1,0,0,1,0,7,1
26,1,-1,1,1,-1,0,0,1,7,1
27,1,1,-1,-1,0,-1,1,0,7,1
28,1,-1,1,1,-1,0,0,1,7,1
29,1,0,0,-1,0,0,-1,0,7,0
30,1,0,1,1,0,0,0,1,7,0
31,1,0,-1,-1,0,-1,-1,0,7,1
32,1,-1,0,1,-1,0,0,-1,7,1
33,1,0,-1,-1,0,-1,-1,0,7,1
34,1,0,0,1,0,0,0,1,7,1
35,1,1,1,-1,0,1,1,0,7,1
36,1,1,-1,1,1,0,0,-1,7,0
37,1,-1,-1,-1,0,-1,-1,0,7,1
38,1,-1,0,1,-1,0,0,1,7,1
39,1,0,0,-1,0,0,-1,0,7,1
40,1,0,0,1,0,0,0,1,7,1
41,1,0,-1,-1,0,-1,-1,0,7,1
42,1,0,-1,1,0,0,0,-1,7,0
43,1,0,-1,-1,0,-1,-1,0,7,0
44,1,0,0,1,0,0,0,1,7,0
45,1,0,0,-1,0,0,-1,0,7,0
46,1,0,0,1,0,0,0,1,7,0
47,1,1,0,-1,0,0,1,0,7,0
48,1,1,-1,1,1,0,0,-1,7,0
49,1,1,1,-1,0,1,1,0,7,0
50,1,0,0,1,0,0,0,1,7,0
51,1,-1,0,-1,0,0,-1,0,7,0
52,1,1,0,1,1,0,0,1,7,0
53,1,0,1,-1,0,1,-1,0,7,0
54,1,1,1,1,1,0,0,1,7,0
55,1,1,0,-1,0,0,1,0,7,0
56,1,1,0,1,1,0,0,-1,7,0
57,1,0,1,-1,0,1,1,0,7,0
58,1,0,0,1,0,0,0,-1,7,0
59,1,1,0,-1,0,0,1,0,7,0
60,1,0,1,1,0,0,0,1,7,0
61,1,0,1,-1,0,1,1,0,7,0
62,1,0,0,1,0,0,0,-1,7,0
63,1,-1,0,-1,0,0,-1,0,7,0
64,1,0,-1,1,0,0,0,-1,7,1
65,1,1,1,-1,0,1,1,0,7,1
66,1,-1,-1,1,-1,0,0,-1,7,1
67,1,0,0,-1,0,0,1,0,7,1
1,1,0,1,1,0,0,0,1,8,0
2,1,0,-1,-1,0,-1,1,0,8,0
3,1,0,-1,1,0,0,0,-1,8,1
4,1,1,1,-1,0,1,1,0,8,1
5,1,0,0,1,0,0,0,1,8,1
6,1,1,1,-1,0,1,1,0,8,1
7,1,-1,0,1,-1,0,0,1,8,1
8,1,1,1,-1,0,1,1,0,8,1
9,1,-1,1,1,-1,0,0,1,8,1
10,1,0,1,-1,0,1,1,0,8,1
11,1,1,1,1,1,0,0,1,8,0
12,1,0,-1,-1,0,-1,1,0,8,0
13,1,1,1,1,1,0,0,1,8,1
14,1,1,-1,-1,0,-1,1,0,8,0
15,1,1,1,1,1,0,0,1,8,1
16,1,-1,0,-1,0,0,-1,0,8,1
17,1,0,0,1,0,0,0,-1,8,1
18,1,0,0,-1,0,0,1,0,8,1
19,1,0,0,1,0,0,0,1,8,1
20,1,0,1,-1,0,1,1,0,8,0
21,1,-1,0,1,-1,0,0,-1,8,1
22,1,1,0,-1,0,0,1,0,8,0
23,1,0,-1,1,0,0,0,-1,8,1
24,1,0,0,-1,0,0,-1,0,8,0
25,1,0,-1,1,0,0,0,-1,8,1
26,1,0,0,-1,0,0,-1,0,8,1
27,1,0,0,1,0,0,0,1,8,0
28,1,0,0,-1,0,0,-1,0,8,1
29,1,0,0,1,0,0,0,-1,8,1
30,1,1,0,-1,0,0,1,0,8,1
31,1,0,0,1,0,0,0,-1,8,0
32,1,0,0,-1,0,0,-1,0,8,1
33,1,1,0,1,1,0,0,1,8,1
34,1,0,0,-1,0,0,1,0,8,1
35,1,-1,1,1,-1,0,0,1,8,1
36,1,-1,0,-1,0,0,-1,0,8,0
37,1,0,0,1,0,0,0,1,8,0
38,1,-1,1,-1,0,1,-1,0,8,1
39,1,1,-1,1,1,0,0,-1,8,1
40,1,0,0,-1,0,0,-1,0,8,1
41,1,-1,0,1,-1,0,0,1,8,1
42,1,-1,-1,-1,0,-1,-1,0,8,0
43,1,-1,1,1,-1,0,0,1,8,1
44,1,1,-1,-1,0,-1,1,0,8,1
45,1,0,0,1,0,0,0,1,8,1
46,1,0,0,-1,0,0,-1,0,8,0
47,1,0,1,1,0,0,0,1,8,1
48,1,0,0,-1,0,0,1,0,8,0
49,1,-1,0,1,-1,0,0,1,8,1
50,1,1,0,-1,0,0,1,0,8,1
51,1,1,0,1,1,0,0,1,8,1
52,1,0,-1,-1,0,-1,1,0,8,1
53,1,1,0,1,1,0,0,-1,8,1
54,1,-1,0,-1,0,0,-1,0,8,0
55,1,0,1,1,0,0,0,1,8,1
56,1,0,-1,-1,0,-1,1,0,8,1
57,1,0,-1,1,0,0,0,-1,8,1
58,1,0,-1,-1,0,-1,1,0,8,0
59,1,-1,0,1,-1,0,0,1,8,1
60,1,-1,-1,-1,0,-1,-1,0,8,0
61,1,-1,-1,1,-1,0,0,-1,8,0
62,1,0,0,-1,0,0,1,0,8,1
63,1,1,-1,1,1,0,0,-1,8,0
64,1,-1,-1,-1,0,-1,-1,0,8,0
65,1,1,1,1,1,0,0,1,8,1
66,1,0,0,0,0,0,0,0,8,1
67,1,0,0,0,0,0,0,0,8,1
1,1,-1,0,-1,0,0,-1,0,9,1
2,1,0,1,1,0,0,0,1,9,0
3,1,1,0,-1,0,0,1,0,9,0
4,1,0,0,1,0,0,0,1,9,1
5,1,1,1,-1,0,1,1,0,9,0
6,1,1,0,1,1,0,0,-1,9,0
7,1,1,0,-1,0,0,1,0,9,0
8,1,1,1,1,1,0,0,1,9,1
9,1,0,0,-1,0,0,1,0,9,0
10,1,0,1,1,0,0,0,1,9,1
11,1,0,0,-1,0,0,1,0,9,0
12,1,-1,-1,1,-1,0,0,-1,9,1
13,1,1,0,-1,0,0,1,0,9,0
14,1,0,1,1,0,0,0,1,9,1
15,1,-1,-1,-1,0,-1,-1,0,9,1
16,1,0,0,1,0,0,0,-1,9,1
17,1,1,-1,-1,0,-1,1,0,9,1
18,1,0,0,1,0,0,0,-1,9,1
19,1,0,-1,-1,0,-1,-1,0,9,1
20,1,0,-1,1,0,0,0,-1,9,0
21,1,0,1,-1,0,1,1,0,9,1
22,1,0,0,1,0,0,0,-1,9,1
23,1,0,0,-1,0,0,-1,0,9,0
24,1,1,0,1,1,0,0,1,9,0
25,1,1,1,-1,0,1,1,0,9,0
26,1,1,1,1,1,0,0,1,9,1
27,1,0,0,-1,0,0,1,0,9,0
28,1,1,-1,1,1,0,0,-1,9,1
29,1,1,-1,-1,0,-1,1,0,9,1
30,1,-1,1,1,-1,0,0,1,9,1
31,1,-1,-1,-1,0,-1,-1,0,9,1
32,1,0,1,1,0,0,0,1,9,1
33,1,0,1,-1,0,1,-1,0,9,1
34,1,1,0,1,1,0,0,-1,9,1
35,1,0,-1,-1,0,-1,1,0,9,1
36,1,-1,0,1,-1,0,0,1,9,1
37,1,0,0,-1,0,0,1,0,9,0
38,1,1,-1,1,1,0,0,-1,9,0
39,1,1,0,-1,0,0,1,0,9,0
40,1,1,-1,1,1,0,0,-1,9,0
41,1,1,0,-1,0,0,1,0,9,1
42,1,-1,1,1,-1,0,0,1,9,0
43,1,1,0,-1,0,0,1,0,9,0
44,1,0,0,1,0,0,0,-1,9,1
45,1,1,0,-1,0,0,1,0,9,0
46,1,-1,0,1,-1,0,0,1,9,1
47,1,0,1,-1,0,1,1,0,9,0
48,1,0,1,1,0,0,0,1,9,0
49,1,-1,-1,-1,0,-1,-1,0,9,1
